,title,price,colour,description,category,brand
3345,mini pleated skirt details,69.9,silver,short skirt/shorts with an elastic inner waistband and interior lining. ,skirts,zara
3346,embroidered velvet overshirt details,89.9,black,round neck overshirt with long sleeves featuring contrast embroidery and tied fastening on the front.,tops,zara
3347,ruffled dress details,59.9,green,dress with a round neckline and short sleeves. featuring matching ruffle trims and buttoned fastening in the back. ,dresses,zara
3348,high waist shorts details,59.9,ecru,high waist shorts with front pockets. featuring rear welt pockets and metal zip fastening at the side.,skirts,zara
3349,animal print top details,59.9,snake,"top with a straight neckline, long puff sleeves, ruffle detail in the same fabric, elastic trims and button fastening on the front. ",tops,zara
3350,long belted jumpsuit details,119.0,bottle green,"jumpsuit with a high neck and sleeves falling below the elbow with elastic cuffs. featuring decorative front pleats, a matching belt and invisible zip fastening and a buttoned opening at the back.",dresses,zara
3351,satin effect criss cross top details,45.9,white,sleeveless top with a round neckline. featuring criss cross fabric that is buttoned in the back. ,tops,zara
3352,zw premium high waist skinny arctic cobalt jeans details,69.9,dark blue,the high waist skinny in arctic cobalt. ,jeans,zara
3353,faux fur coat details,199.0,black,"long coat with a lapel collar, a crossover v neckline and long sleeves. featuring side in seam pockets and a double breasted front with contrast buttons.",outerwear,zara
3354,multicoloured sequin dress details,89.9,only one,"short dress featuring a v neckline, long sleeves, lining, multicoloured sequin appliqués and invisible side zip fastening.",dresses,zara
3355,faux fur coat details,139.0,leopard,"coat with a high neck, hood and long sleeves. featuring front pockets and metal zip up fastening at the front.",outerwear,zara
3356,printed blouse with ruffles details,59.9,multicoloured,"long sleeve blouse with a high neck, shirred detailing and button fastening at the back.",tops,zara
3357,denim mini skirt with diamanté belt details,49.9,black,high waist mini skirt with front seam detailing. featuring a satin finish belt with metal buckle and diamanté appliqué. metal side zip fastening.,skirts,zara
3358,limited edition sequinned asymmetric top details,89.9,fuchsia,"top with an asymmetric neckline, puff sleeves falling below the elbow and ruffled hem. invisible side zip fastening at the seam.",tops,zara
3359,shiny dress with ruching details,69.9,copper,short v neck dress with long sleeves that are puffed at the shoulder. shimmer appliqué and front ruching.,dresses,zara
3360,printed dress with belt details,89.9,multicoloured,long sleeve dress with collar. elastic waist. belt detail in the same fabric. hem with side slits. front fastening with buttons.,dresses,zara
3361,dress with belt details,69.9,camel,"short v neck dress featuring long sleeves with pleated cuffs and tie fastening, side pockets, a belt with lined buckle and fastening in the front with lined buttons.",dresses,zara
3362,tweed dress details,59.9,black / white,v neck dress with wide straps and frayed trims.,dresses,zara
3363,gathered crop top details,49.9,black,straight neck crop top with a gathered detail on the front and bow. ,tops,zara
3364,bubble hem sweatshirt details,45.9,black,cropped round neck sweatshirt with long puff sleeves and an elasticated bubble hem.,outerwear,zara
3365,buttoned trench coat details,179.0,brown,"trench coat with a lapel collar. featuring long sleeves with adjustable sleeve tabs, front welt pockets, a back vent and double breasted button fastening on the front. ",outerwear,zara
3366,z1975 baggy jeans with pockets details,59.9,khaki,mid rise jeans with an elasticated waist. features side in seam pockets and patch pockets at the front and back and turn up hems. fastened at the front with a zip fly and metal button. ,jeans,zara
3367,soft touch trousers details,69.9,ecru,high waist knit trousers with an elastic waist and wide leg fit.,bottoms,zara
3368,jeans zw premium high waist fly button details,69.9,black,the high waist fly buttons in revolve black.,jeans,zara
3369,high neck dress details,29.9,anthracite grey,high neck dress with sleeves that fall below the elbow.,dresses,zara
3370,ripped mom fit jeans details,59.9,blue,high waist jeans with five pockets and a metal zip and top button fastening in the front.,jeans,zara
3371,jeans z1975 mid rise skinny details,69.9,dark blue,"faded mid waist stretch jeans with a five pocket design, frayed hems and zip fly and metal top button fastening.",jeans,zara
3372,limited edition wool and yak wool blend cardigan details,299.0,brown / taupe,oversized long sleeve cardigan in a wool and yak wool blend. featuring side in seam pockets and a tie belt in matching fabric.,outerwear,zara
3373,midi dress with seam detail details,49.9,russet,"midi dress with a round neckline, short sleeves and belt in the same fabric.",dresses,zara
3374,cargo style leggings with buttons details,49.9,black,high waist faux leather leggings with patch pockets with flaps on the legs and metallic buttons on the hem.,bottoms,zara
3375,floral print dress details,69.9,multicoloured,short round neck flowing dress with long sleeves. featuring lining and button fastening at the back with an opening. ,dresses,zara
3376,tweed dress details,59.9,sky blue,tweed dress details,dresses,zara
3377,check jogger waist trousers details,49.9,black / ecru,"mid waist skinny trousers with an elastic waistband in the back. featuring front pockets, false rear welt pockets, side vents at the hems and metal hook and zip fastening in the front.",bottoms,zara
3378,basic long sleeve t shirt details,19.9,black,stretch top with a round neckline and long sleeves.,tops,zara
3379,organza shirt with gem buttons details,59.9,black,round neck shirt with puff sleeves that fall below the elbow. button up front with bejewelled buttons.,tops,zara
3380,textured top with rhinestone zip details,59.9,white,crop top with a round neckline and short puff sleeves. featuring ruffle trims and a rhinestone appliquéd half zip.,tops,zara
3381,printed pyjama style trousers details,59.9,bottle green,flowing trousers with an elastic waistband in the back. featuring side pockets hidden in seam and front metal zip and hook fastening.,bottoms,zara
3382,satin effect wrap dress details,45.9,black,short dress with a surplice neckline and tied fastening on the side.,dresses,zara
3383,fringed jacket details,89.9,khaki,"collared jacket with long sleeves. featuring fringe appliqués, beads, frayed hems and snap button fastening in the front.",outerwear,zara
3384,crossover sequinned dress details,89.9,black,"v neck mini dress with crossed wide straps. featuring sequin appliqués, a front vent at the waist and invisible back zip fastening.",dresses,zara
3385,tulle shirt with pockets details,49.9,black,semi sheer collared shirt with long sleeves. featuring chest patch pockets with flaps and a button up front. ,tops,zara
3386,slogan t shirt details,19.9,printed,short sleeve shirt with a round neckline. featuring a contrast print detail with a slogan on the chest. ,tops,zara
3387,waistcoat with belt details,159.0,black,"oversized waistcoat with a lapel collar. featuring front flap pockets, defined shoulders, a tie belt in matching fabric and a back vent. double breasted button fastening at the front. ",outerwear,zara
3388,satin skirt details,69.9,maroon,a line satin finish skirt with invisible back zip fastening. ,skirts,zara
3389,knit top with tie details details,69.9,dark salmon,top featuring a slot collar and long sleeves with ties.,outerwear,zara
3390,tuxedo collar blazer details,119.0,black,blazer with a matching lapel collar and long sleeves. featuring front jetted pockets and a covered button for fastening. ,outerwear,zara
3391,check hooded jacket details,89.9,black / green,"jacket with a hooded high neck, long sleeves with ribbed cuffs, front pouch pockets, adjustable drawstring hem and a zip up front.",outerwear,zara
3392,t shirt with buttoned sleeve tabs details,14.9,brown,t shirt featuring a round neckline and short turn up sleeves with button detail.,tops,zara
3393,flecked a line skirt details,69.9,grey,a line midi skirt with an elastic waistband and an asymmetric hem.,skirts,zara
3394,water resistant down puffer jacket details,199.0,black,"down puffer jacket featuring a high collar, an adjustable and removable hood with detachable fuzzy trim, long sleeves with adjustable tabs, front welt pockets, fuzzy lining, a stretch belt in the same fabric and a zip up front.",outerwear,zara
3395,polka dot print midi dress details,89.9,khaki,"v neck dress with long sleeves, an elastic waist, front vent at the hem and front button fastening.",dresses,zara
3396,darted culottes details,59.9,camel,"high waist wide leg trousers with front pockets, elastic waist detail at the back and zip fly and top button fastening.",bottoms,zara
3397,satin skirt details,69.9,burgundy,flowing skirt with a side zip and an asymmetric hem.,skirts,zara
3398,draped top details,45.9,burgundy,sleeveless round neck top with a draped fabric detail on the front. button fastening at the back with an opening. ,tops,zara
3399,glossy blouse details,59.9,ecru,"blouse featuring a high neck, long sleeves with gathering and a buttoned opening at the back. ",tops,zara
